;1;2;3;4;5;6;7;8;9;10;Rm-Rf
30.08.1946;-0.0412;-0.0498;-0.0622;-0.0741;-0.07;-0.0802;-0.08;-0.0814;-0.0983;-0.1048;-0.0644
30.09.1946;-0.0809;-0.108;-0.1111;-0.1139;-0.1201;-0.1365;-0.1408;-0.1568;-0.1693;-0.1988;-0.1017
31.10.1946;-0.0094;0.0009;-0.0053;-0.0082;-0.0097;-0.0183;-0.0112;-0.0398;-0.013;0.0078;-0.0144
29.11.1946;0.0163;-0.0032;0.0144;-0.0094;0.0068;-0.0026;0.0147;-0.0116;-0.0177;-0.0257;-0.0001
31.12.1946;0.037;0.0366;0.0688;0.0636;0.0724;0.0562;0.0512;0.0313;0.0292;0.0127;0.0496
31.01.1947;0.0149;0.0249;0.0245;0.019;0.0295;0.0277;0.0194;0.0449;0.0609;0.051;0.0125
28.02.1947;-0.0083;-0.0037;-0.007;-0.0045;-0.0113;-0.0062;-0.013;-0.0041;0;-0.0092;-0.0108
31.03.1947;-0.0118;-0.0167;-0.025;-0.0187;-0.0294;-0.0134;-0.0407;-0.0255;-0.0423;-0.069;-0.0167
30.04.1947;-0.0392;-0.0591;-0.053;-0.0751;-0.0793;-0.0838;-0.0926;-0.0924;-0.117;-0.13;-0.0480
30.05.1947;-0.0064;-0.0102;-0.0257;-0.0286;-0.0264;-0.0267;-0.0556;-0.0508;-0.0685;-0.0728;-0.0097
30.06.1947;0.0483;0.0498;0.0623;0.045;0.0563;0.0687;0.0482;0.0627;0.0608;0.0763;0.0529
31.07.1947;0.0298;0.0428;0.0545;0.0476;0.0696;0.0693;0.0621;0.069;0.0758;0.0908;0.0414
29.08.1947;-0.013;-0.006;-0.0106;-0.0042;-0.013;-0.0081;-0.0233;-0.0101;-0.031;-0.0355;-0.0174
30.09.1947;-0.0032;-0.0059;0.009;0.0119;0.0126;0.008;0.0003;0.0023;0.0187;0.0124;-0.0054
31.10.1947;0.0178;0.0241;0.0304;0.0367;0.0339;0.0409;0.0496;0.0392;0.0399;0.0303;0.0247
28.11.1947;-0.0136;-0.0073;-0.019;-0.0169;-0.0227;-0.0284;-0.0443;-0.0384;-0.0317;-0.0578;-0.0197
31.12.1947;0.0147;0.022;0.0363;0.0197;0.0233;0.0075;0.0236;0.0283;0.0212;0.0461;0.0300
30.01.1948;-0.0217;-0.0251;-0.0342;-0.0328;-0.0247;-0.0235;-0.0173;-0.0116;-0.0054;0.0221;-0.0393
27.02.1948;-0.0341;-0.0459;-0.0433;-0.0457;-0.0502;-0.0683;-0.0596;-0.0722;-0.0816;-0.0978;-0.0438
31.03.1948;0.0547;0.0679;0.0906;0.0992;0.0744;0.1085;0.0956;0.1244;0.1265;0.1288;0.0807
30.04.1948;0.0229;0.0316;0.0288;0.0291;0.037;0.0396;0.042;0.0327;0.0513;0.0578;0.0365
31.05.1948;0.056;0.0664;0.0725;0.0829;0.0894;0.0945;0.0964;0.1203;0.0872;0.1238;0.0730
30.06.1948;0.0027;-0.0195;-0.0123;-0.0088;-0.0268;-0.0045;-0.0122;-0.033;-0.008;-0.0114;-0.0010
30.07.1948;-0.022;-0.0397;-0.0464;-0.0512;-0.0655;-0.0623;-0.0518;-0.0647;-0.0685;-0.0641;-0.0509
31.08.1948;0.002;0.0045;0.0015;0.004;0.0033;-0.0115;-0.0037;-0.006;-0.0147;-0.0063;0.0025
30.09.1948;-0.0243;-0.0169;-0.0333;-0.0333;-0.0332;-0.0542;-0.0496;-0.0599;-0.064;-0.0725;-0.0297
29.10.1948;0.0365;0.0428;0.0473;0.0472;0.0517;0.0577;0.0625;0.0637;0.064;0.0674;0.0596
30.11.1948;-0.0625;-0.0728;-0.0835;-0.0996;-0.1006;-0.1172;-0.1274;-0.138;-0.1404;-0.1377;-0.0930
31.12.1948;0.0219;0.0196;0.008;0.008;0.0138;0.0058;0.0117;0.0323;0.0085;0.0041;0.0326
31.01.1949;0.024;0.0163;0.0211;0.0327;0.004;0.0234;0.0287;0.0027;0.0042;0.0194;0.0023
28.02.1949;-0.0197;-0.0224;-0.0306;-0.0305;-0.04;-0.0384;-0.0538;-0.0517;-0.0477;-0.0756;-0.0293
31.03.1949;0.0351;0.0396;0.0399;0.0592;0.0564;0.0711;0.0678;0.0676;0.088;0.0839;0.0404
29.04.1949;-0.0062;-0.0163;-0.0243;-0.0259;-0.0337;-0.0346;-0.0422;-0.0423;-0.0456;-0.0533;-0.0187
31.05.1949;-0.0072;-0.0152;-0.028;-0.0252;-0.0418;-0.0363;-0.0519;-0.0568;-0.0802;-0.0973;-0.0294
30.06.1949;-0.0119;0.0061;-0.0087;0;0.0033;-0.0029;0.003;-0.0243;-0.0104;-0.0127;0.0010
29.07.1949;0.0441;0.0549;0.0503;0.0649;0.0663;0.0583;0.0633;0.0713;0.0873;0.0664;0.0554
31.08.1949;0.028;0.0279;0.0182;0.0286;0.0219;0.0288;0.0312;0.0233;0.024;0.0138;0.0260
30.09.1949;0.0313;0.0144;0.0336;0.0409;0.0364;0.057;0.0271;0.0545;0.0645;0.0752;0.0309
31.10.1949;0.0244;0.0271;0.0405;0.0365;0.0366;0.0425;0.0497;0.035;0.057;0.0575;0.0314
30.11.1949;0.0187;0.0177;0.0074;0.0143;0.0202;0.0098;0.0117;0.0023;-0.0088;-0.0191;0.0182
30.12.1949;0.0452;0.0447;0.0618;0.0784;0.0579;0.0614;0.077;0.0865;0.0934;0.0923;0.0513
31.01.1950;0.0173;0.0249;0.0226;0.0297;0.0254;0.0556;0.0362;0.0453;0.0567;0.0811;0.0170
28.02.1950;0.0124;0.019;0.0186;0.0111;0.0102;0.005;0.0139;0.0132;0.0288;0.0235;0.0148
31.03.1950;0.0118;-0.0032;-0.0014;-0.0036;-0.0087;-0.0154;0.0029;-0.0101;0.0023;0.0107;0.0126
28.04.1950;0.002;0.0128;0.023;0.0389;0.0293;0.0628;0.0618;0.0714;0.0912;0.0937;0.0394
31.05.1950;0.0239;0.0353;0.0337;0.0462;0.0383;0.0347;0.0406;0.0474;0.0128;-0.0018;0.0431
30.06.1950;-0.0527;-0.0573;-0.0559;-0.0704;-0.0669;-0.0825;-0.0836;-0.0982;-0.0919;-0.1061;-0.0594
31.07.1950;-0.0073;-0.0025;0.0425;0.0324;0.052;0.0636;0.0549;0.0966;0.1083;0.113;0.0136
31.08.1950;0.0399;0.0518;0.0526;0.0555;0.0515;0.0453;0.0627;0.057;0.0309;0.0321;0.0485
29.09.1950;0.0324;0.0558;0.0514;0.0603;0.0537;0.0559;0.0644;0.0403;0.0598;0.0467;0.0481
31.10.1950;0.0007;0.0058;-0.0048;-0.0012;-0.0062;-0.0071;-0.0105;0.0024;-0.0029;-0.0151;-0.0018
30.11.1950;0.0038;0.0232;0.0244;0.0355;0.0205;0.0442;0.043;0.0447;0.0611;0.0285;0.0276
29.12.1950;0.0246;0.0449;0.0459;0.0634;0.0793;0.0781;0.1057;0.1126;0.1445;0.1649;0.0554
31.01.1951;0.0433;0.0648;0.0755;0.0753;0.0791;0.0848;0.0699;0.0923;0.0982;0.067;0.0570
28.02.1951;0.0198;0.0109;0.0097;0.0118;0.0207;0.0177;0.0211;-0.006;0.0024;-0.0016;0.0141
30.03.1951;-0.0131;-0.015;-0.0239;-0.025;-0.034;-0.0418;-0.039;-0.0383;-0.06;-0.0617;-0.0215
30.04.1951;0.0033;0.0233;0.039;0.0362;0.0462;0.0523;0.0633;0.0535;0.053;0.0384;0.0486
31.05.1951;-0.0079;-0.0102;-0.0067;-0.0264;-0.0199;-0.0207;-0.0308;-0.0345;-0.0393;-0.0671;-0.0234
29.06.1951;-0.0154;-0.0198;-0.0412;-0.0296;-0.0444;-0.047;-0.045;-0.0633;-0.074;-0.0847;-0.0262
31.07.1951;0.0261;0.0411;0.0528;0.0597;0.0668;0.0647;0.0757;0.0827;0.083;0.0725;0.0694
31.08.1951;0.031;0.0381;0.04;0.0431;0.0486;0.041;0.0463;0.0569;0.0601;0.0688;0.0427
28.09.1951;0.0093;0.0142;0.0239;0.0147;0.0181;0.0234;0.0243;0.0331;0.0371;0.0266;0.0070
31.10.1951;-0.0154;-0.0109;-0.0193;-0.0263;-0.02;-0.0319;-0.0254;-0.0267;-0.0336;-0.0425;-0.0253
30.11.1951;0.0089;0.015;0.0028;0.006;0.0069;0.0103;0.0084;0.0131;0.0081;-0.008;0.0057
31.12.1951;0.0113;0.0198;0.0272;0.0143;0.0177;0.0122;0.0108;0.0087;0.0237;-0.0068;0.0333
31.01.1952;0.026;0.0146;0.0109;0.0072;0.0071;0.0186;0.0183;0.0261;0.0225;0.0115;0.0145
29.02.1952;-0.0103;-0.0151;-0.0229;-0.0132;-0.0191;-0.0287;-0.0231;-0.0254;-0.0324;-0.0278;-0.0262
31.03.1952;0.0184;0.0245;0.0337;0.0361;0.035;0.0326;0.031;0.0327;0.0308;0.0212;0.0444
30.04.1952;-0.0166;-0.0278;-0.0316;-0.0469;-0.0481;-0.0516;-0.0483;-0.0622;-0.0565;-0.0593;-0.0497
30.05.1952;0.0211;0.0211;0.0286;0.0217;0.0299;0.0325;0.0262;0.0273;0.0168;0.0089;0.0320
30.06.1952;0.0133;0.0197;0.0332;0.0338;0.0322;0.0342;0.0383;0.0252;0.0414;0.0385;0.0383
31.07.1952;0.0161;0.0162;0.0186;0.007;0.0147;0.0132;0.0187;0.0136;-0.0025;-0.0095;0.0091
29.08.1952;0.0103;0.0061;-0.0054;0.0083;-0.0009;-0.0059;-0.0034;0.0121;-0.0115;-0.0172;-0.0076
30.09.1952;0.0016;-0.0076;-0.0129;-0.0185;-0.0265;-0.018;-0.0148;-0.0255;-0.0193;-0.0176;-0.0203
31.10.1952;-0.0001;-0.0083;-0.0087;-0.0138;-0.015;-0.0205;-0.0178;-0.0071;-0.0099;-0.0133;-0.0066
28.11.1952;0.0396;0.0522;0.055;0.0525;0.0547;0.0663;0.0638;0.0591;0.0617;0.0531;0.0594
31.12.1952;0.0189;0.0182;0.0201;0.0293;0.0254;0.0157;0.0242;0.0175;0.0197;0.0245;0.0293
30.01.1953;0.0274;0.0183;0.0229;0.0192;0.0194;0.0112;0.0244;0.0209;0.0375;0.0489;-0.0034
27.02.1953;0.0082;0.0079;0.01;0.0075;0.0127;0.0056;0.021;0.0177;0.0051;0.0257;-0.0027
31.03.1953;-0.0033;-0.0068;-0.0118;-0.0079;-0.0159;-0.0158;-0.0074;-0.0202;-0.0019;-0.0427;-0.0143
30.04.1953;-0.013;-0.0149;-0.0259;-0.0245;-0.025;-0.0275;-0.0197;-0.0227;-0.0259;-0.0316;-0.0283
29.05.1953;-0.0014;0.0046;0.0117;0.0082;0.0088;0.0099;0.0015;0.006;0.0047;0.011;0.0052
30.06.1953;-0.016;-0.0262;-0.023;-0.0279;-0.0331;-0.0259;-0.0301;-0.0431;-0.049;-0.0516;-0.0189
31.07.1953;0.0239;0.0229;0.0228;0.0123;0.0147;0.0216;0.0121;0.0098;0.0171;0.0094;0.0240
31.08.1953;-0.0055;-0.0224;-0.0309;-0.0417;-0.0515;-0.0571;-0.0659;-0.0634;-0.0882;-0.0947;-0.0452
30.09.1953;0.004;-0.0056;-0.0126;-0.0084;-0.006;-0.0164;-0.005;0.0003;-0.0162;-0.0472;0.0020
30.10.1953;0.0246;0.0306;0.0309;0.0426;0.0413;0.041;0.0452;0.0374;0.044;0.0354;0.0460
30.11.1953;0.0245;0.0192;0.0194;0.0239;0.0178;0.0198;0.022;0.0332;0.0229;0.0101;0.0283
31.12.1953;0.0101;0.0031;-0.0107;-0.0001;-0.0111;-0.0145;-0.0236;-0.0281;-0.0369;-0.0462;0.0003
29.01.1954;0.0315;0.0411;0.0603;0.0684;0.0706;0.0907;0.0748;0.0825;0.0839;0.1144;0.0513
26.02.1954;0.0178;0.0127;0.0089;0.0185;0.012;0.008;0.0154;0.0116;0.005;0.0064;0.0167
31.03.1954;0.0159;0.0229;0.0181;0.0208;0.0253;0.0322;0.0344;0.0506;0.0291;0.0235;0.0365
30.04.1954;0.0056;0.0219;0.0203;0.0177;0.0151;0.0342;0.0093;0.009;0.0083;0.0133;0.0427
31.05.1954;0.0209;0.0227;0.0426;0.0336;0.0488;0.0316;0.0567;0.0437;0.0563;0.0655;0.0309
30.06.1954;0.0119;0.0199;0.0158;0.0206;0.0151;0.0193;0.0106;0.0054;-0.0019;-0.0073;0.0107
30.07.1954;0.0515;0.0648;0.057;0.0644;0.0679;0.0733;0.0809;0.0921;0.107;0.0606;0.0499
31.08.1954;-0.0027;-0.0124;-0.0178;-0.0071;-0.0152;-0.0121;-0.0063;-0.0147;-0.0175;0.0025;-0.0234
30.09.1954;0.0181;0.0383;0.0371;0.05;0.0512;0.0504;0.0559;0.0551;0.0494;0.034;0.0639
29.10.1954;-0.0176;-0.012;-0.0051;0.004;-0.0078;-0.0018;-0.0085;-0.0027;0.005;-0.0207;-0.0167
30.11.1954;0.0536;0.0675;0.0856;0.1048;0.1097;0.1131;0.1043;0.0929;0.0926;0.0857;0.0938
31.12.1954;0.0388;0.0676;0.0606;0.0665;0.079;0.0755;0.098;0.0963;0.1108;0.201;0.0548
31.01.1955;0.0163;0.0107;0.0183;0.0034;0.0059;0.0086;0.0144;0.0076;0.0268;0.0331;0.0060
28.02.1955;0.0365;0.0297;0.0374;0.045;0.0419;0.0408;0.0378;0.0465;0.0481;0.0596;0.0302
31.03.1955;-0.0128;-0.0038;-0.0094;-0.0001;0.0021;-0.0036;0.0124;0.0004;0.0062;0.0163;-0.0016
29.04.1955;0.025;0.0276;0.0195;0.0348;0.0294;0.0273;0.0309;0.0167;0.0049;0.0135;0.0311
31.05.1955;0.0077;0.007;0.0097;0.0037;-0.0018;0.0156;0.0151;0.005;-0.0005;0.0171;0.0093
30.06.1955;0.0172;0.0276;0.0332;0.0441;0.0435;0.0311;0.0404;0.0414;0.0323;0.039;0.0655
29.07.1955;0.0246;0.0153;0.0146;0.0046;0.0088;0.0048;-0.0045;0.0048;0.009;0.0037;0.0190
31.08.1955;0.0001;-0.0009;0.0055;0.0128;-0.0007;-0.001;0.0098;0.0067;0.01;0.0029;0.0021
30.09.1955;-0.0088;-0.0116;-0.01;-0.0056;-0.0139;-0.005;-0.0151;-0.0001;-0.0047;0.0049;-0.0036
31.10.1955;-0.0108;-0.0068;-0.0128;-0.0194;-0.0112;-0.0146;-0.0175;-0.0121;-0.0176;-0.0422;-0.0268
30.11.1955;0.0189;0.04;0.0456;0.0563;0.0644;0.058;0.0753;0.0722;0.0589;0.0537;0.0703
30.12.1955;0.0037;0.0102;0.0124;0.027;0.0228;0.0207;0.0283;0.0206;0.0319;0.0385;0.0149
31.01.1956;-0.0061;-0.0182;-0.0147;-0.0274;-0.026;-0.0345;-0.0255;-0.0132;-0.0251;-0.0162;-0.0303
29.02.1956;0.0158;0.0228;0.0225;0.0386;0.033;0.0437;0.0445;0.0466;0.0384;0.0244;0.0377
30.03.1956;0.0203;0.0347;0.0488;0.0681;0.0687;0.0678;0.0615;0.0507;0.0471;0.0437;0.0664
30.04.1956;-0.0119;-0.0003;0.0014;-0.0006;0.0083;0.0086;0.0115;0.0063;0.0051;0.0201;0.0028
31.05.1956;-0.0119;-0.027;-0.0352;-0.0429;-0.0447;-0.0488;-0.039;-0.0535;-0.052;-0.0581;-0.0520
29.06.1956;0.0118;0.0125;0.0164;0.0176;0.0261;0.0367;0.0295;0.0322;0.0253;0.0051;0.0348
31.07.1956;0.0312;0.0322;0.0354;0.0387;0.0413;0.0472;0.0445;0.0434;0.0366;0.0413;0.0484
31.08.1956;-0.0124;-0.0063;-0.0189;-0.0149;-0.0223;-0.0187;-0.0168;-0.0243;-0.0171;-0.0338;-0.0318
28.09.1956;-0.0265;-0.03;-0.0351;-0.0347;-0.0366;-0.0418;-0.0348;-0.0419;-0.0261;-0.049;-0.0514
31.10.1956;0.0037;0.0082;0.0109;0.0164;0.0018;0.0127;0.008;0.0067;0.0107;-0.0063;0.0052
30.11.1956;-0.0024;0.0018;0.0089;0.0074;0.0066;-0.0086;0.012;0.0101;0.0336;-0.0104;0.0036
31.12.1956;0.0076;0.013;0.0085;0.0235;0.0219;0.0325;0.032;0.0355;0.017;0.0359;0.0316
31.01.1957;0.0238;0.0137;0.0053;0.0029;-0.0034;-0.0042;-0.0049;-0.006;-0.001;0.0048;-0.0358
28.02.1957;0.0006;-0.0116;-0.0125;-0.028;-0.0228;-0.0269;-0.0283;-0.0272;-0.0394;-0.0363;-0.0206
29.03.1957;0.0141;0.0258;0.0278;0.0272;0.0271;0.0338;0.0153;0.0265;0.0088;0.0148;0.0213
30.04.1957;0.013;0.0129;0.0346;0.039;0.0318;0.0285;0.0169;0.0321;0.0285;0.0296;0.0426
31.05.1957;0.0117;0.0075;0.0206;0.0211;0.0214;0.0246;0.0224;0.0368;0.021;0.0265;0.0345
28.06.1957;-0.0203;-0.0175;-0.0113;-0.0101;-0.0053;-0.0028;0.0041;-0.0023;-0.0047;0.0041;-0.0074
31.07.1957;0.0032;0.0121;0.0123;0.0036;0.0107;0.0043;0.0077;0.0074;-0.0085;0.0041;0.0066
30.08.1957;-0.0056;-0.024;-0.0332;-0.0576;-0.0501;-0.0538;-0.0582;-0.0776;-0.0676;-0.0619;-0.0511
30.09.1957;-0.014;-0.0147;-0.03;-0.0505;-0.0596;-0.0598;-0.0558;-0.0683;-0.0665;-0.0988;-0.0598
31.10.1957;-0.0219;-0.0181;-0.0428;-0.063;-0.0624;-0.0673;-0.0735;-0.0799;-0.0815;-0.1287;-0.0432
29.11.1957;0.0224;0.0249;0.0114;0.0294;0.0166;0.0162;0.0258;0.0306;0.0227;0.0116;0.0230
31.12.1957;0.0111;0.0063;-0.035;-0.0495;-0.0549;-0.0603;-0.0663;-0.0644;-0.0736;-0.0772;-0.0391
31.01.1958;0.0726;0.0758;0.092;0.0815;0.0991;0.0999;0.1257;0.1343;0.1183;0.1625;0.0466
28.02.1958;0.0164;0.0189;-0.0056;-0.0055;-0.0224;-0.018;-0.023;-0.0346;-0.0209;-0.0383;-0.0152
31.03.1958;0.0272;0.0333;0.0335;0.0402;0.0385;0.0342;0.0425;0.0298;0.0271;0.0516;0.0327
30.04.1958;0.0416;0.035;0.0324;0.0293;0.0242;0.0176;0.0236;0.0354;0.0401;0.0402;0.0309
30.05.1958;0.0252;0.0252;0.0256;0.0252;0.0401;0.0307;0.0405;0.047;0.0551;0.0649;0.0231
30.06.1958;0.016;0.0243;0.0251;0.0212;0.0318;0.0329;0.0425;0.0397;0.0478;0.0388;0.0293
31.07.1958;0.0156;0.031;0.0476;0.0476;0.0521;0.0772;0.0708;0.0738;0.0761;0.054;0.0439
29.08.1958;0.0078;0.027;0.0258;0.0323;0.0279;0.0211;0.0353;0.0309;0.0361;0.0568;0.0191
30.09.1958;0.0277;0.0341;0.0502;0.0604;0.0413;0.0569;0.0526;0.0619;0.0626;0.0708;0.0466
31.10.1958;0.0275;0.0252;0.0345;0.0244;0.034;0.034;0.0236;0.0427;0.0238;0.0506;0.0253
28.11.1958;0.0337;0.0415;0.0311;0.0519;0.0545;0.0331;0.0329;0.0318;0.039;0.0581;0.0301
31.12.1958;0.0418;0.0402;0.0437;0.0362;0.0376;0.038;0.0379;0.0381;0.0378;0.0245;0.0515
30.01.1959;0.04;0.037;0.0292;0.0357;0.0371;0.0448;0.0284;0.0467;0.0499;0.0696;0.0071
27.02.1959;0.0152;0.0272;0.0259;0.0311;0.0236;0.0342;0.0217;0.0366;0.0282;0.0231;0.0095
31.03.1959;0.0082;0.0098;0.0003;0.0104;0.0148;0.0058;0.0046;0.0089;0.0371;0.0045;0.0028
30.04.1959;0.0103;0.0157;0.0134;0.0405;0.028;0.0217;0.0393;0.037;0.0209;0.0218;0.0366
29.05.1959;-0.0064;0.0078;0.0166;0.0205;0.0124;0.0153;0.0095;-0.0001;0.0165;-0.0073;0.0173
30.06.1959;-0.0094;-0.0061;0.0046;0.001;0.0122;0.0122;0.0137;0.0032;0.0175;-0.0036;-0.0025
31.07.1959;0.0302;0.0255;0.0382;0.0361;0.0262;0.0315;0.0305;0.034;0.0395;0.0226;0.0317
31.08.1959;0.0063;0.0088;-0.0054;-0.0008;-0.0163;-0.0168;-0.019;-0.033;-0.0389;-0.0276;-0.0139
30.09.1959;-0.024;-0.039;-0.042;-0.0506;-0.0507;-0.0484;-0.045;-0.0456;-0.0461;-0.0531;-0.0480
30.10.1959;0.0098;0.0129;0.013;0.0233;0.0089;0.0164;0.0191;0.0272;0.0392;0.0272;0.0128
30.11.1959;0.0028;0.0074;0.0137;0.0102;0.0165;0.0142;0.0202;0.0369;0.0217;-0.0027;0.0160
31.12.1959;0.0112;0.0189;0.0183;0.0328;0.021;0.0207;0.0307;0.004;0.0252;0.024;0.0245
29.01.1960;-0.0164;-0.0248;-0.0462;-0.0342;-0.0517;-0.0421;-0.0503;-0.046;-0.0357;-0.0329;-0.0698
29.02.1960;0.0112;0.0104;0.0181;0.005;-0.0035;0.0181;0.0006;0.0048;0.0092;0.0024;0.0117
31.03.1960;0.0053;-0.0015;-0.0099;-0.0226;-0.0265;-0.0253;-0.0276;-0.0523;-0.0278;-0.0545;-0.0163
29.04.1960;0.0064;-0.003;-0.0037;-0.0108;-0.0212;-0.021;-0.0299;-0.0238;-0.0427;-0.0424;-0.0171
31.05.1960;0.0107;0.0236;0.0101;0.0146;0.0345;0.0147;0.0125;0.0324;0.034;0.029;0.0312
30.06.1960;0.0311;0.0338;0.0341;0.0276;0.0244;0.0167;0.0194;0.0145;0.0037;0.0147;0.0208
29.07.1960;0.0072;-0.0129;-0.005;-0.0154;-0.0123;-0.0223;-0.0221;-0.0158;-0.0405;-0.0352;-0.0237
31.08.1960;0.0349;0.0386;0.0356;0.0404;0.0264;0.0241;0.0361;0.0387;0.0473;0.0806;0.0301
30.09.1960;-0.0328;-0.0434;-0.0472;-0.0666;-0.0504;-0.0526;-0.0704;-0.0614;-0.0826;-0.0963;-0.0599
31.10.1960;-0.0073;-0.0039;-0.0141;-0.0143;-0.0054;-0.0104;-0.0193;-0.027;-0.0346;-0.0794;-0.0071
30.11.1960;0.0331;0.0506;0.0348;0.0544;0.0583;0.0343;0.0615;0.0369;0.0406;0.0302;0.0469
30.12.1960;0.0431;0.037;0.0306;0.0284;0.0372;0.044;0.0427;0.0427;0.0402;0.0295;0.0471
31.01.1961;0.0694;0.0594;0.0776;0.0847;0.0769;0.0872;0.1037;0.0799;0.1098;0.0769;0.0620
28.02.1961;0.0416;0.0466;0.0505;0.0376;0.0572;0.0484;0.0545;0.0699;0.0824;0.0887;0.0357
31.03.1961;0.0261;0.0367;0.0291;0.0336;0.0396;0.0417;0.0411;0.0693;0.0774;0.0767;0.0289
28.04.1961;0.023;0.0054;0.0052;0.0053;0.0057;0.0059;-0.0072;-0.0012;0.0173;0.012;0.0029
31.05.1961;0.0271;0.0307;0.0356;0.0602;0.0481;0.0432;0.0482;0.0508;0.0493;0.05;0.0240
30.06.1961;-0.0168;-0.0246;-0.0313;-0.0393;-0.0417;-0.035;-0.0451;-0.0567;-0.0612;-0.0687;-0.0308
31.07.1961;0.0288;0.016;0.0167;0.0163;0.0091;0.0145;0.0091;0.0134;0.0129;-0.0119;0.0283
31.08.1961;0.0346;0.0357;0.029;0.0306;0.0275;0.0111;0.0203;0.0102;0.021;-0.0039;0.0257
29.09.1961;0.0051;-0.0058;-0.0033;-0.0153;-0.0324;-0.0351;-0.0426;-0.0441;-0.0448;-0.0594;-0.0215
31.10.1961;0.0465;0.0345;0.0203;0.0125;0.0248;0.0241;0.0197;0.0201;0.0108;0.0033;0.0257
30.11.1961;0.0411;0.0362;0.0393;0.0418;0.0429;0.0511;0.0424;0.056;0.0547;0.0546;0.0445
29.12.1961;-0.0204;-0.0136;-0.0085;-0.001;-0.0148;0.0111;0.0041;0.0052;0.0009;-0.0128;-0.0018
31.01.1962;-0.0214;-0.0134;-0.0063;-0.008;0.0009;-0.0056;-0.0068;-0.0015;0.0194;-0.0033;-0.0387
28.02.1962;0.02;0.0133;0.0179;0.0227;0.0257;0.0163;0.0166;0.0111;0.0054;0.0059;0.0181
30.03.1962;0.0062;-0.0015;-0.0088;-0.0015;-0.0032;-0.0108;-0.0052;-0.0155;-0.0003;-0.0065;-0.0068
30.04.1962;-0.0357;-0.0434;-0.0462;-0.0573;-0.0653;-0.0693;-0.0848;-0.0769;-0.0894;-0.1034;-0.0659
31.05.1962;-0.0701;-0.0787;-0.0879;-0.0732;-0.0853;-0.0897;-0.1028;-0.1133;-0.1132;-0.1487;-0.0865
29.06.1962;-0.0494;-0.0602;-0.0694;-0.0734;-0.0818;-0.0881;-0.0899;-0.0899;-0.0953;-0.1142;-0.0847
31.07.1962;0.0394;0.0451;0.0429;0.0411;0.0475;0.0588;0.0566;0.0745;0.104;0.117;0.0628
31.08.1962;0.0132;0.0193;0.0318;0.0201;0.0162;0.0251;0.0171;0.0294;0.0449;0.0254;0.0213
28.09.1962;-0.0315;-0.0324;-0.0408;-0.0475;-0.0504;-0.0637;-0.0649;-0.0745;-0.0762;-0.0997;-0.0522
31.10.1962;-0.0104;0.0013;-0.0033;-0.0076;-0.0061;-0.0218;-0.0147;-0.0213;-0.0364;-0.078;-0.0005
30.11.1962;0.0762;0.097;0.1125;0.1157;0.1304;0.1527;0.163;0.1599;0.1777;0.1831;0.1087
31.12.1962;0.0213;0.0106;0.0055;-0.0007;-0.0053;-0.0175;-0.0117;-0.0214;-0.0225;-0.0418;0.0101
31.01.1963;0.0582;0.0742;0.058;0.079;0.0693;0.0791;0.0743;0.1018;0.0753;0.1069;0.0493
28.02.1963;-0.0094;-0.0113;-0.0041;-0.0103;-0.0144;-0.004;-0.0181;-0.0132;-0.0202;-0.0282;-0.0238
29.03.1963;0.0168;0.0193;0.0348;0.0282;0.0268;0.0254;0.027;0.0161;0.0055;0.0133;0.0308
30.04.1963;0.0364;0.0312;0.0335;0.0384;0.0484;0.039;0.0367;0.0423;0.0412;0.0249;0.0451
31.05.1963;0.0161;0.0184;0.0224;0.03;0.0372;0.0321;0.0401;0.0491;0.042;0.0422;0.0176
28.06.1963;-0.01;-0.0118;-0.0139;-0.0151;-0.0242;-0.0147;-0.0213;-0.0209;-0.0145;-0.0248;-0.0200
31.07.1963;-0.0042;0.0036;-0.0059;-0.0171;-0.0096;-0.0125;-0.0184;-0.0121;0.0016;-0.0262;-0.0039
30.08.1963;0.0311;0.0331;0.0342;0.0586;0.0537;0.0599;0.062;0.0547;0.055;0.0688;0.0507
30.09.1963;-0.0156;-0.0142;-0.0076;-0.018;-0.0145;-0.0119;-0.0163;-0.0273;-0.0377;-0.0297;-0.0157
31.10.1963;0.0019;0.0055;0.011;0.0205;0.0168;0.0197;0.0305;0.0354;0.0283;0.0428;0.0253
29.11.1963;-0.0107;-0.0041;-0.0031;-0.0102;-0.0114;-0.0006;-0.0058;0.0034;-0.0092;-0.018;-0.0085
31.12.1963;0.0124;0.0197;0.0134;0.0068;0.0182;0.0032;0.0104;0.0064;-0.0171;-0.0044;0.0183
31.01.1964;0.0081;0.0226;0.0271;0.0251;0.027;0.022;0.0266;0.025;0.0076;0.0332;0.0224
28.02.1964;0.0148;0.0233;0.0166;0.0164;0.041;0.0234;0.0265;0.0321;0.0387;0.0484;0.0154
31.03.1964;0.0168;0.0161;0.0318;0.0313;0.0254;0.0387;0.0493;0.049;0.0376;0.0392;0.0141
30.04.1964;0.0101;0.0178;0.0024;-0.0039;0.0051;-0.0032;-0.0173;0.0017;-0.0228;-0.0104;0.0010
29.05.1964;0.0176;0.0115;0.0204;0.0096;0.0118;0.0096;0.0054;0.0142;0.0035;0.0266;0.0142
30.06.1964;0.0225;0.0179;0.0213;0.0182;0.0139;0.0265;0.014;0.0149;0.0237;0.0042;0.0127
